claim_id,customer_id,policy_type,claim_amount,claim_status,incident_type,state,adjuster_id,fraud_flag,claim_date
942,2352,Home,34414.53,Denied,Flood,NY,151,1,2026-05-25 10:28:28.329593
943,3122,Home,8384.47,Approved,Accident,PW,245,0,2026-05-25 10:28:28.329601
944,2813,Auto,5763.37,Denied,Fire,ID,215,0,2026-05-25 10:28:28.329610
945,2102,Home,38471.33,Denied,Theft,IA,157,0,2026-05-25 10:28:28.329618
946,4034,Home,20472.81,Pending,Flood,ND,244,0,2026-05-25 10:28:28.329626
947,4977,Life,26058.66,Approved,Accident,AZ,187,0,2026-05-25 10:28:28.329635
948,1781,Life,36396.42,Denied,Accident,ND,104,1,2026-05-25 10:28:28.329643
949,2079,Home,23351.3,Pending,Flood,AK,141,0,2026-05-25 10:28:28.329651
950,3316,Home,6025.57,Approved,Theft,MA,253,0,2026-05-25 10:28:28.329659
951,4476,Life,22008.13,Pending,Theft,CO,270,0,2026-05-25 10:28:28.329668
952,1339,Home,49060.02,Approved,Accident,MA,124,0,2026-05-25 10:28:28.329676
953,2229,Home,16818.15,Denied,Flood,NC,219,0,2026-05-25 10:28:28.329687
954,3938,Life,47092.77,Denied,Accident,AZ,122,0,2026-05-25 10:28:28.329696
955,4733,Life,40250.85,Pending,Fire,UT,243,0,2026-05-25 10:28:28.329704
956,2404,Auto,2307.73,Denied,Fire,AL,249,0,2026-05-25 10:28:28.329712
957,2665,Life,1777.83,Pending,Theft,OK,170,0,2026-05-25 10:28:28.329721
958,1841,Life,48337.3,Denied,Accident,AK,264,0,2026-05-25 10:28:28.329728
959,3989,Home,22230.83,Denied,Flood,HI,190,1,2026-05-25 10:28:28.329737
960,4803,Auto,39387.52,Approved,Fire,NM,128,1,2026-05-25 10:28:28.329745
961,2673,Home,34845.22,Approved,Fire,MI,136,0,2026-05-25 10:28:28.329753
962,4812,Life,46578.33,Approved,Flood,WY,187,0,2026-05-25 10:28:28.329761
963,2112,Life,27615.25,Denied,Fire,WA,117,0,2026-05-25 10:28:28.329769
964,4608,Life,29174.1,Denied,Fire,DC,202,1,2026-05-25 10:28:28.329778
965,2438,Home,38283.76,Denied,Flood,OK,265,0,2026-05-25 10:28:28.329787
966,3581,Home,16273.64,Denied,Accident,OH,253,0,2026-05-25 10:28:28.329795
967,3286,Life,6104.18,Pending,Theft,AL,182,0,2026-05-25 10:28:28.329803
968,3006,Auto,28951.19,Denied,Theft,ID,219,0,2026-05-25 10:28:28.329812
969,4674,Life,27317.88,Pending,Flood,RI,202,0,2026-05-25 10:28:28.329820
970,4163,Auto,8988.39,Denied,Fire,WI,223,0,2026-05-25 10:28:28.329831
971,4825,Life,44420.44,Approved,Accident,MI,103,0,2026-05-25 10:28:28.329839
972,3344,Life,16699.01,Approved,Fire,VA,146,0,2026-05-25 10:28:28.329847
973,3657,Life,40248.1,Pending,Theft,UT,176,0,2026-05-25 10:28:28.329858
974,2187,Life,1508.94,Approved,Fire,KY,194,0,2026-05-25 10:28:28.329868
975,4765,Auto,8568.89,Approved,Theft,CA,242,0,2026-05-25 10:28:28.329878
976,2750,Life,12110.93,Denied,Theft,NE,233,0,2026-05-25 10:28:28.329886
977,3049,Life,20342.09,Denied,Theft,IL,110,0,2026-05-25 10:28:28.329894
978,1008,Home,43519.71,Pending,Accident,ND,105,0,2026-05-25 10:28:28.329903
979,4099,Home,4362.44,Denied,Theft,ID,186,0,2026-05-25 10:28:28.329911
980,4348,Life,29024.65,Approved,Theft,AZ,159,0,2026-05-25 10:28:28.329919
981,2070,Home,33767.4,Approved,Flood,VA,170,1,2026-05-25 10:28:28.329928
982,1401,Home,37544.97,Approved,Flood,MN,186,1,2026-05-25 10:28:28.329936
983,3356,Life,49220.04,Denied,Accident,AL,202,1,2026-05-25 10:28:28.329947
984,4994,Life,33739.51,Pending,Flood,MN,287,1,2026-05-25 10:28:28.329956
985,2578,Home,36680.19,Pending,Fire,PA,248,1,2026-05-25 10:28:28.329964
986,3431,Auto,45995.8,Pending,Theft,MP,208,0,2026-05-25 10:28:28.329972
987,2837,Life,47469.29,Approved,Fire,NC,229,0,2026-05-25 10:28:28.329980
988,1885,Home,46095.02,Approved,Theft,PA,254,0,2026-05-25 10:28:28.329989
989,1694,Life,20490.52,Approved,Fire,NH,137,0,2026-05-25 10:28:28.329997
990,1307,Home,42173.25,Pending,Flood,NC,171,1,2026-05-25 10:28:28.330006
991,2457,Life,41612.73,Denied,Fire,MA,223,0,2026-05-25 10:28:28.330014
992,2421,Home,14992.55,Pending,Theft,WV,268,0,2026-05-25 10:28:28.330025
993,4224,Home,42748.98,Denied,Fire,KY,269,1,2026-05-25 10:28:28.330034
994,2568,Home,2125.95,Denied,Theft,MP,146,1,2026-05-25 10:28:28.330042
995,2858,Life,15876.52,Approved,Fire,AL,253,1,2026-05-25 10:28:28.330050
996,4204,Home,42956.94,Denied,Accident,AZ,139,0,2026-05-25 10:28:28.330058
997,1960,Auto,34508.89,Pending,Theft,TN,211,0,2026-05-25 10:28:28.330067
998,2899,Life,15123.45,Denied,Accident,PW,238,0,2026-05-25 10:28:28.330075
999,3103,Life,3119.11,Pending,Accident,TX,300,1,2026-05-25 10:28:28.330083
1000,4776,Home,46985.98,Denied,Flood,MA,228,0,2026-05-25 10:28:28.330091
